age,gender,vehicle_age,vehicle_type,annual_mileage,accidents_history,traffic_violations,license_years,city_type,credit_score,anti_theft,multi_car,premium
29,male,15,sedan,38178,4,6,11,suburban,349,no,no,4519
32,male,14,hatchback,32575,3,4,14,urban,325,no,yes,3978
43,male,6,truck,24329,0,4,25,rural,310,yes,yes,2433
58,female,15,sedan,42554,0,7,40,urban,401,no,no,3502
62,female,4,sedan,46837,1,6,44,urban,310,no,yes,3828
43,female,15,sports,23493,4,6,25,urban,411,yes,yes,5368
64,female,0,sedan,26830,3,7,46,suburban,466,yes,no,4538
49,male,18,suv,43603,2,0,31,suburban,706,yes,no,2626
27,male,4,suv,39754,4,0,9,suburban,344,no,no,3872
33,female,6,hatchback,13126,4,2,15,suburban,658,yes,yes,2915
24,female,18,sedan,46838,1,2,6,rural,584,no,yes,2269
34,male,4,sports,45068,3,1,16,rural,699,yes,yes,3832
40,female,16,sports,27093,3,1,22,suburban,750,yes,no,3407
43,female,7,truck,40171,0,5,25,suburban,743,no,yes,2591
38,female,0,hatchback,13262,0,6,20,suburban,687,no,no,2237
39,male,1,sports,48270,4,2,21,urban,655,yes,no,4772
24,male,14,truck,25785,1,6,6,rural,724,no,yes,2455
31,female,19,sports,44469,3,0,13,urban,305,yes,yes,3959
32,male,17,truck,8295,1,3,14,suburban,740,no,no,1787
70,female,10,suv,20687,2,2,50,rural,655,yes,no,2853
24,female,9,suv,7121,3,0,6,suburban,567,yes,yes,3003
26,male,3,sports,8582,0,6,8,urban,516,no,no,3310
68,female,4,hatchback,35280,4,7,50,rural,363,yes,no,4626
65,female,3,sedan,47589,1,2,47,urban,741,yes,yes,3038
25,male,12,hatchback,43468,0,4,7,rural,840,no,no,2716
67,female,12,hatchback,45000,4,2,49,suburban,574,no,yes,4063
40,female,17,sedan,42056,0,6,22,rural,769,yes,yes,2663
46,female,1,suv,36672,3,6,28,urban,515,no,yes,5115
35,male,15,suv,6085,1,5,17,urban,493,yes,no,2849
48,female,0,sedan,20891,2,6,30,urban,312,yes,yes,3717
47,male,18,truck,20600,0,4,29,urban,521,no,yes,2691
69,female,8,hatchback,37458,1,0,50,suburban,695,yes,yes,2244
56,female,2,sports,13645,3,4,38,urban,569,yes,yes,4561
52,female,6,suv,46578,0,2,34,suburban,597,yes,yes,3216
35,female,9,sports,46596,3,7,17,rural,731,yes,yes,4655
59,male,0,sedan,9874,2,4,41,urban,707,yes,no,2754
56,male,9,sports,18767,2,5,38,rural,364,no,no,3983
34,female,8,sports,31825,4,3,16,rural,337,no,no,4684
31,female,14,hatchback,15913,4,4,13,suburban,327,yes,no,3916
48,female,14,sedan,21215,4,6,30,urban,588,no,yes,4514
41,female,2,sports,23733,3,5,23,suburban,536,no,no,4417
52,female,4,suv,19332,4,4,34,urban,425,no,no,4312
61,female,8,sedan,9432,1,1,43,rural,683,no,no,1933
62,female,8,suv,27559,3,3,44,suburban,625,yes,yes,4060
51,female,6,truck,31570,3,0,33,urban,384,no,yes,3551
20,male,11,sports,45033,4,6,2,rural,545,no,yes,5326
54,male,8,sedan,11103,4,5,36,suburban,687,no,no,3512
60,male,5,suv,48780,3,4,42,suburban,565,no,yes,4244
57,female,1,sports,20900,2,7,39,suburban,504,no,yes,4524
43,female,8,hatchback,7031,2,3,25,suburban,527,no,yes,2791
72,female,16,suv,22633,4,0,50,rural,539,yes,no,3095
40,male,0,suv,28192,2,3,22,rural,372,no,yes,3835
61,female,18,truck,24940,1,5,43,rural,687,no,no,2666
56,male,5,hatchback,46287,1,1,38,rural,677,no,no,2595
32,female,4,truck,13988,1,5,14,urban,511,no,yes,3045
73,male,1,hatchback,43067,3,5,50,rural,470,yes,yes,4442
66,male,8,suv,17952,3,7,48,suburban,451,yes,yes,4309
21,male,13,truck,32369,3,0,3,suburban,403,no,yes,3137
46,female,3,sports,40862,3,7,28,suburban,521,no,no,5365
39,male,3,hatchback,7977,3,7,21,suburban,581,no,no,4118
42,female,14,suv,43493,4,0,24,urban,687,no,no,4270
30,female,7,sedan,6268,2,4,12,suburban,671,yes,no,2202
35,female,3,hatchback,21756,4,2,17,suburban,428,no,yes,3650
50,female,15,hatchback,25764,2,5,32,suburban,703,yes,no,2962
33,female,3,sports,45385,4,0,15,rural,519,yes,no,4271
62,male,15,hatchback,20032,1,7,44,rural,472,no,yes,3112
59,female,11,hatchback,34478,0,5,41,urban,771,no,no,2864
61,female,15,sports,16885,3,5,43,urban,752,yes,yes,4247
19,female,18,sports,14796,0,7,1,urban,801,no,yes,3226
72,female,7,truck,44047,0,0,50,suburban,351,yes,yes,2297
52,female,5,suv,37863,1,1,34,urban,393,no,no,3384
59,male,9,suv,20478,0,1,41,rural,320,no,yes,2268
51,male,4,truck,37117,0,5,33,rural,405,no,yes,2990
47,female,17,suv,25753,1,1,29,rural,499,no,yes,2381
72,male,9,hatchback,25325,2,5,50,suburban,651,yes,no,2892
30,male,9,truck,12021,4,7,12,suburban,580,no,no,4338
30,female,6,truck,20185,0,4,12,urban,581,no,yes,2497
35,male,17,suv,10868,3,0,17,urban,838,no,no,2381
49,female,0,sedan,18071,1,5,31,urban,544,yes,no,3250
49,male,6,suv,13041,0,1,31,urban,728,no,no,2256
52,male,0,sedan,21515,2,1,34,suburban,337,yes,no,2281
56,male,14,truck,49075,2,3,38,rural,718,yes,no,3043
63,female,3,sedan,45058,3,3,45,suburban,601,no,yes,3856
69,male,19,hatchback,30966,0,6,50,urban,370,yes,no,2714
46,male,9,sports,44284,3,1,28,suburban,824,no,no,3788
66,female,8,sedan,47109,2,6,48,rural,473,no,no,3924
46,female,1,sports,49470,2,6,28,suburban,389,no,no,4602
70,male,13,hatchback,27290,4,6,50,rural,667,yes,yes,3920
61,female,15,sports,35702,2,4,43,urban,506,yes,yes,4069
74,male,0,hatchback,33223,1,2,50,suburban,361,yes,no,2693
33,male,1,sports,38575,4,5,15,urban,618,no,yes,5059
73,female,6,sports,49168,3,3,50,urban,359,no,no,5553
61,female,9,suv,26661,2,5,43,rural,404,yes,no,3804
64,female,19,sedan,21439,1,3,46,rural,538,yes,yes,2715
74,male,0,sports,41432,4,0,50,urban,761,no,yes,4758
27,female,12,truck,38511,1,0,9,rural,426,yes,no,2185
47,male,0,suv,36147,4,1,29,rural,382,no,no,4270
42,female,4,sedan,34114,4,0,24,urban,519,no,yes,4251
56,male,15,suv,11030,4,7,38,urban,707,yes,no,4391
37,female,14,sedan,29515,3,0,19,rural,729,no,no,2704
22,male,16,hatchback,35333,4,2,4,urban,812,no,yes,3780
18,female,15,sports,5079,4,6,0,urban,378,yes,yes,5059
47,male,12,truck,34048,1,4,29,rural,364,yes,yes,3103
66,female,10,suv,49900,4,1,48,suburban,482,yes,no,4264
20,female,16,suv,7966,3,2,2,suburban,365,no,no,3004
62,male,16,suv,8728,1,7,44,urban,507,no,yes,3283
31,female,1,suv,42304,4,1,13,rural,353,yes,yes,4605
73,male,12,sports,43581,1,4,50,urban,520,no,no,4577
47,male,13,sedan,29794,3,1,29,rural,535,yes,no,3202
67,female,10,sports,5947,1,5,49,urban,737,no,no,3690
21,male,9,hatchback,17565,3,5,3,urban,402,no,yes,3997
35,female,2,sports,20844,2,5,17,rural,735,no,yes,3525
54,female,16,sports,5594,4,0,36,urban,720,no,no,3723
42,male,14,hatchback,26414,3,4,24,suburban,407,no,no,3708
65,female,8,sports,35690,4,2,47,suburban,823,yes,no,4386
18,male,9,sedan,21524,3,2,0,rural,742,yes,no,2411
70,male,7,truck,32469,0,7,50,urban,805,no,yes,2982
63,female,12,hatchback,24439,0,3,45,suburban,703,yes,yes,2171
32,female,17,suv,31206,0,2,14,rural,642,yes,yes,2167
26,male,4,sedan,41973,3,6,8,rural,626,no,yes,4192
32,male,5,truck,26555,4,5,14,rural,513,no,yes,4709
66,female,16,sedan,12782,0,6,48,suburban,621,no,no,2261
74,female,10,sedan,7660,4,7,50,suburban,377,yes,yes,4324
41,female,19,suv,44624,3,6,23,suburban,354,yes,yes,4129
21,female,15,truck,11089,4,5,3,suburban,370,yes,yes,3535
29,male,8,sedan,10318,4,3,11,urban,367,no,no,3483
54,female,1,suv,31605,0,0,36,suburban,479,no,no,2322
54,male,4,hatchback,34400,1,2,36,rural,679,no,yes,2086
60,male,0,suv,20405,2,4,42,urban,749,no,yes,3724
23,female,3,sports,35209,3,3,5,suburban,560,no,yes,4401
56,male,3,suv,13062,3,2,38,urban,746,yes,yes,2891
73,female,2,suv,22424,3,0,50,rural,430,yes,no,3345
63,male,8,suv,46274,2,6,45,suburban,533,yes,yes,4614
41,female,11,sedan,28987,1,4,23,urban,453,no,yes,3194
28,male,9,truck,49419,4,4,10,suburban,629,no,yes,3893
30,male,1,suv,25556,3,7,12,urban,352,yes,yes,4239
51,female,10,suv,32601,4,6,33,urban,767,yes,no,4205
42,female,9,sports,24330,0,0,24,rural,712,no,yes,2168
24,male,5,sports,20730,0,2,6,rural,313,yes,yes,2472
69,male,17,hatchback,8236,0,6,50,suburban,795,no,yes,1984
21,female,1,hatchback,8680,3,1,3,suburban,816,yes,yes,2327
25,male,1,sports,35312,2,7,7,urban,667,yes,yes,4338
37,female,9,truck,26191,3,2,19,rural,838,yes,no,2628
46,male,15,hatchback,49066,0,6,28,rural,751,yes,no,2749
71,female,11,truck,22921,0,6,50,urban,840,no,yes,2463
70,male,0,sports,41640,3,3,50,rural,814,no,no,4181
68,female,7,hatchback,39635,2,3,50,rural,780,no,yes,3379
62,female,15,suv,41688,2,2,44,urban,713,yes,yes,3394
63,male,17,sports,10693,4,7,45,suburban,527,no,yes,4960
27,female,12,hatchback,25266,1,5,9,suburban,436,yes,yes,3240
60,male,14,truck,48716,0,3,42,suburban,539,no,yes,2802
51,female,11,truck,31488,2,1,33,urban,771,yes,yes,2774
74,female,7,hatchback,29122,0,5,50,suburban,817,no,no,2444
43,female,9,truck,46224,1,1,25,urban,760,no,yes,2665
58,male,13,hatchback,34004,0,4,40,urban,604,yes,no,2272
66,female,4,hatchback,11331,2,3,48,rural,480,no,no,3063
20,male,17,truck,26566,4,6,2,rural,329,yes,no,4147
73,female,18,sedan,47262,3,5,50,suburban,339,yes,yes,4272
23,male,14,suv,47154,3,2,5,urban,486,yes,yes,4060
22,male,5,sports,45899,2,5,4,suburban,618,no,yes,4188
22,male,10,suv,49564,2,6,4,suburban,526,no,yes,4157
71,female,10,sports,25778,1,4,50,rural,623,no,yes,3138
64,male,19,sports,38926,0,1,46,suburban,342,no,no,2678
40,female,19,suv,25751,1,4,22,suburban,577,no,no,2620
66,male,17,hatchback,22528,3,0,48,rural,618,yes,yes,2817
26,male,17,truck,5068,0,3,8,suburban,473,no,no,1586
52,male,9,sedan,8717,1,2,34,suburban,340,no,no,2114
37,male,1,sedan,20218,3,1,19,urban,708,no,yes,3040
66,female,8,sedan,48968,0,4,48,suburban,622,yes,yes,2533
59,male,13,suv,30402,4,2,41,rural,479,yes,yes,4335
52,male,18,suv,36643,4,3,34,rural,458,yes,no,4107
67,female,9,hatchback,47129,1,6,49,urban,336,yes,no,4469
35,male,3,sedan,34152,2,2,17,rural,705,no,no,2825
34,male,5,hatchback,16526,0,3,16,rural,838,yes,no,2086
41,male,13,sedan,31916,1,3,23,rural,675,no,no,2577
20,male,3,suv,47975,2,3,2,suburban,555,no,no,3836
49,female,14,truck,31028,2,4,31,urban,577,no,no,3971
52,female,15,truck,31709,0,6,34,urban,548,yes,yes,3293
55,male,6,truck,46999,0,3,37,urban,316,no,no,3301
30,female,16,truck,20063,2,2,12,urban,667,yes,yes,2974
73,female,18,sports,9723,3,6,50,rural,424,yes,yes,4089
64,male,18,sedan,9213,1,0,46,suburban,611,yes,no,1235
42,female,16,truck,27797,0,2,24,rural,511,yes,no,1890
26,male,5,sports,41234,2,4,8,rural,771,yes,yes,4030
21,female,10,sports,24410,3,3,3,rural,714,yes,no,3783
31,female,15,sports,28382,4,7,13,rural,799,yes,yes,4442
54,female,7,hatchback,7747,2,6,36,urban,480,no,no,3149
51,male,10,hatchback,28655,3,0,33,urban,688,yes,no,2936
28,female,6,sports,35348,4,4,10,suburban,486,no,yes,4654
58,male,18,truck,17454,3,1,40,rural,767,yes,yes,2420
73,male,9,sedan,17587,0,1,50,urban,756,no,yes,1720
20,female,8,suv,27555,2,7,2,suburban,433,no,yes,3559
45,male,3,hatchback,33071,4,7,27,rural,474,no,no,5168
46,female,14,truck,25239,3,1,28,rural,560,no,yes,3038
26,male,12,truck,36602,4,0,8,urban,616,yes,yes,3664
20,male,1,suv,7203,1,6,2,rural,568,no,yes,2984
42,female,1,suv,18635,2,2,24,rural,769,yes,no,2441
51,female,15,truck,6144,0,0,33,urban,523,yes,no,1754
29,female,8,suv,37699,4,7,11,suburban,551,yes,yes,4750
59,female,12,truck,24083,3,6,41,suburban,363,no,no,3955
26,male,2,suv,31127,4,0,8,urban,763,yes,yes,3651
32,male,8,suv,17213,3,6,14,urban,423,no,no,4121
57,male,12,truck,21944,4,0,39,suburban,537,yes,yes,3019
42,female,1,sports,6187,0,1,24,suburban,374,no,yes,2358
22,male,7,truck,8133,0,5,4,urban,741,yes,no,2210
28,female,8,sedan,8411,2,6,10,urban,799,no,yes,2907
51,male,15,suv,39457,0,6,33,urban,821,no,yes,3149
41,female,1,hatchback,42175,4,6,23,rural,567,yes,yes,5034
32,male,5,suv,40191,4,2,14,urban,786,yes,no,4070
55,male,7,sedan,11728,0,5,37,rural,349,no,no,2471
25,female,4,hatchback,38744,1,5,7,suburban,358,no,yes,3300
22,male,8,hatchback,27881,4,0,4,suburban,753,no,yes,2911
65,female,0,truck,17801,2,2,47,urban,371,no,yes,3182
43,male,8,sports,15548,1,5,25,urban,489,no,no,3558
35,male,9,truck,37886,0,3,17,suburban,455,no,yes,2621
23,female,3,hatchback,39310,3,0,5,suburban,384,yes,yes,3407
54,female,2,hatchback,24427,4,0,36,suburban,368,yes,yes,3689
65,male,9,sports,5972,3,0,47,suburban,684,no,no,2933
30,male,14,suv,38683,2,3,12,urban,672,yes,yes,3482
45,male,10,sports,11621,1,7,27,rural,354,no,no,3718
22,male,13,truck,31013,3,3,4,suburban,384,yes,yes,3399
30,male,5,suv,19530,2,1,12,suburban,616,no,yes,1847
34,male,11,truck,12354,3,7,16,rural,463,no,yes,3638
67,female,12,sports,42359,3,4,49,urban,551,yes,no,4597
57,female,16,suv,28223,2,2,39,rural,451,yes,yes,3234
62,female,15,sports,46232,4,4,44,urban,635,yes,yes,4928
49,male,2,sedan,17550,3,0,31,urban,667,no,yes,2751
46,male,1,hatchback,27660,2,5,28,urban,399,yes,no,3879
68,male,10,suv,36029,3,0,50,urban,419,no,yes,3625
20,female,8,hatchback,35268,4,5,2,urban,684,yes,yes,3926
73,female,2,sedan,31340,2,1,50,suburban,602,yes,yes,2569
57,male,17,suv,9290,3,6,39,urban,448,yes,no,4123
51,male,19,hatchback,35138,0,4,33,suburban,500,no,no,2852
57,female,14,hatchback,11446,4,6,39,urban,302,no,no,4286
44,female,13,suv,18432,3,6,26,suburban,699,yes,no,3758
30,female,1,hatchback,6522,1,0,12,rural,367,no,no,1974
62,male,16,hatchback,38329,2,4,44,rural,453,no,yes,3583
50,male,7,suv,8540,3,7,32,suburban,793,yes,no,3553
23,male,9,hatchback,17328,4,7,5,urban,481,yes,no,4437
41,female,17,hatchback,39247,4,1,23,suburban,824,yes,no,3372
36,female,18,truck,11677,1,4,18,suburban,488,yes,no,2491
33,male,7,truck,46616,1,5,15,urban,319,no,no,3565
57,male,7,sedan,30947,3,2,39,rural,582,yes,no,3461
45,female,2,truck,18520,0,6,27,suburban,309,no,yes,3099
50,male,2,truck,49711,4,7,32,rural,830,yes,yes,4699
65,female,11,sedan,27805,0,1,47,rural,602,yes,no,1723
58,female,16,hatchback,35444,0,4,40,rural,540,yes,no,2792
30,male,3,hatchback,25143,3,0,12,suburban,451,yes,no,2907
60,female,16,truck,15292,2,3,42,suburban,636,yes,no,2409
62,male,13,sedan,47844,2,3,44,urban,487,yes,yes,3985
42,female,18,hatchback,21017,2,1,24,urban,763,no,no,2758
70,female,8,sports,30323,1,7,50,suburban,476,no,yes,3713
59,male,11,suv,46423,4,3,41,urban,476,no,yes,4761
53,female,4,suv,46713,1,7,35,rural,714,no,yes,3489
44,male,10,suv,27320,4,2,26,rural,609,no,yes,3591
55,male,19,truck,13774,4,1,37,suburban,301,no,no,3130
24,female,2,suv,7205,4,0,6,rural,616,no,yes,3066
22,male,14,suv,17342,3,0,4,suburban,808,yes,no,2481
60,male,13,sports,9027,2,1,42,suburban,667,no,no,2913
62,male,10,hatchback,21327,1,3,44,suburban,525,yes,yes,2827
74,male,19,sports,26200,1,3,50,rural,779,no,yes,3094
68,male,7,truck,12188,3,0,50,suburban,362,no,yes,2911
48,male,3,suv,7808,4,2,30,suburban,579,yes,no,3672
40,female,11,hatchback,18851,2,5,22,urban,313,yes,yes,3369
59,male,7,suv,20354,0,3,41,rural,327,yes,no,2174
27,female,5,suv,20058,0,2,9,suburban,441,yes,no,2351
49,female,14,truck,19620,3,6,31,urban,772,yes,no,3610
60,male,11,suv,36230,2,3,42,suburban,823,no,no,2909
70,female,15,sedan,41681,0,5,50,rural,483,yes,yes,3016
47,female,15,hatchback,22803,0,1,29,urban,616,yes,yes,1671
56,male,19,hatchback,7167,1,4,38,urban,660,yes,yes,1826
48,male,19,sedan,7144,2,0,30,suburban,744,no,yes,1523
35,male,3,truck,7167,0,1,17,suburban,595,yes,yes,1483
53,female,10,suv,47520,1,3,35,rural,703,yes,yes,2957
19,female,12,suv,47136,2,5,1,rural,562,yes,no,3965
31,male,8,hatchback,30844,4,0,13,suburban,676,no,yes,3302
30,male,3,truck,33163,2,4,12,urban,367,yes,no,3788
46,female,11,truck,27920,3,4,28,rural,770,no,no,3316
29,female,8,truck,22550,1,5,11,rural,346,no,no,3270
56,female,12,suv,41343,4,5,38,urban,357,yes,no,5116
19,female,15,truck,23254,1,3,1,suburban,323,no,yes,2529
49,male,5,sedan,45011,1,0,31,rural,589,no,yes,2883
30,female,9,sports,25147,0,6,12,urban,743,no,no,3138
63,female,12,truck,17926,2,6,45,rural,702,no,no,3082
44,female,6,sports,38823,1,7,26,urban,323,no,yes,4140
66,female,18,suv,28991,1,3,48,rural,363,no,no,2912
58,male,18,truck,46851,3,4,40,suburban,538,yes,yes,4308
34,male,16,hatchback,32563,3,1,16,urban,582,no,no,3560
57,female,12,suv,35688,3,1,39,rural,741,no,no,3290
48,female,12,sedan,34023,1,2,30,rural,599,yes,yes,2840
51,male,1,sedan,39130,4,4,33,urban,392,no,yes,4894
41,male,9,sports,5925,2,6,23,urban,674,yes,yes,3431
62,female,12,sports,21321,1,6,44,suburban,609,yes,yes,3261
52,female,8,hatchback,15769,0,4,34,urban,466,no,yes,2428
65,male,0,hatchback,41748,4,3,47,rural,306,no,yes,4546
23,male,13,sedan,45028,4,2,5,suburban,342,no,yes,3853
36,male,15,truck,21151,2,7,18,urban,639,yes,no,3513
47,male,19,sedan,15597,4,5,29,rural,452,no,yes,3809
24,male,14,sedan,39187,2,2,6,urban,342,yes,no,3128
27,male,0,hatchback,48835,4,0,9,rural,500,no,yes,3989
58,female,16,sports,5059,2,3,40,rural,847,no,yes,2974
49,male,12,hatchback,40292,3,5,31,suburban,525,no,no,3879
51,male,14,hatchback,25181,3,5,33,suburban,820,yes,no,3194
45,male,15,hatchback,32235,4,6,27,urban,638,yes,no,4265
32,male,15,sedan,33672,4,1,14,suburban,634,no,no,3526
47,female,1,truck,6578,2,0,29,urban,480,yes,yes,2145
54,female,16,sedan,21047,2,2,36,suburban,832,no,yes,2573
46,male,10,suv,37160,1,1,28,suburban,571,yes,yes,2696
39,female,7,hatchback,38475,3,4,21,urban,493,yes,yes,4060
21,female,19,hatchback,29549,1,3,3,suburban,837,no,yes,2024
37,female,2,suv,10277,1,7,19,suburban,780,no,no,2837
49,female,11,hatchback,6780,0,2,31,suburban,397,yes,yes,1839
53,female,19,hatchback,19662,2,4,35,suburban,729,yes,yes,2465
67,female,15,hatchback,36516,0,5,49,urban,811,yes,no,3022
21,male,13,suv,37161,0,6,3,rural,626,no,no,2777
44,male,15,sedan,49499,1,2,26,urban,715,no,no,2924
34,male,16,hatchback,36886,0,1,16,urban,410,yes,yes,2284
29,male,10,truck,13800,2,0,11,urban,511,no,no,2908
39,male,16,suv,10439,1,1,21,suburban,329,yes,no,2380
34,female,18,sports,9307,2,3,16,suburban,566,no,no,3003
27,male,0,suv,7364,4,6,9,rural,649,no,no,3741
71,male,11,sedan,21568,0,3,50,suburban,813,yes,no,1998
18,female,14,suv,43092,1,2,0,rural,513,no,yes,3129
39,female,17,sports,10483,3,1,21,rural,550,yes,yes,3239
43,male,13,truck,5245,2,0,25,suburban,842,no,no,1676
73,female,0,sports,13430,0,5,50,rural,618,yes,no,2799
35,female,12,suv,13183,2,3,17,urban,482,no,no,3603
67,female,14,sports,43692,2,0,49,urban,488,no,no,4007
31,female,6,suv,35086,4,4,13,urban,426,no,no,4513
64,male,14,truck,37726,2,2,46,rural,595,yes,no,3186
46,female,19,truck,18901,4,0,28,rural,322,yes,yes,3279
29,male,9,sedan,8907,4,2,11,urban,829,no,no,3267
53,male,13,truck,38044,4,4,35,suburban,378,no,no,4582
52,female,5,hatchback,33604,0,0,34,urban,845,yes,no,2130
69,female,13,sports,42869,2,6,50,suburban,769,yes,no,4095
29,female,11,sports,19537,2,0,11,suburban,604,no,yes,2679
24,male,10,suv,17501,4,5,6,rural,747,no,no,3401
46,female,19,truck,42371,2,4,28,rural,498,yes,yes,3634
28,female,18,sedan,41821,2,7,10,suburban,490,yes,no,3690
50,female,1,sedan,28196,4,6,32,suburban,531,yes,no,4418
23,female,19,sedan,11073,3,6,5,suburban,323,no,no,3341
64,female,0,hatchback,15561,3,1,46,rural,760,no,no,2972
32,male,7,truck,23101,4,7,14,urban,482,yes,yes,4441
49,female,13,sedan,36426,0,0,31,suburban,732,yes,no,1381
68,female,8,hatchback,34341,2,5,50,rural,382,no,yes,3746
28,female,1,sports,12313,2,0,10,urban,392,no,yes,3245
40,male,4,suv,35773,3,5,22,rural,577,no,no,4372
43,female,7,truck,33003,4,6,25,urban,384,no,yes,4752
51,male,15,truck,31420,0,3,33,rural,507,yes,yes,2627
63,male,15,sports,10714,4,6,45,urban,743,no,no,4742
51,female,12,truck,32139,3,1,33,suburban,669,no,no,3103
46,female,19,truck,31098,3,0,28,rural,775,no,no,2545
21,female,14,truck,47294,2,7,3,urban,803,yes,no,4272
34,male,0,truck,18582,1,4,16,urban,530,yes,no,2953
52,male,2,hatchback,48583,0,2,34,urban,659,yes,no,2458
30,male,5,hatchback,18760,0,4,12,suburban,318,no,yes,2491
58,male,13,suv,11255,1,1,40,rural,508,no,no,2409
56,male,3,truck,21622,3,3,38,urban,430,no,yes,3753
32,male,17,sports,40983,4,3,14,suburban,683,no,no,4713
72,female,14,sedan,45309,0,3,50,suburban,391,yes,yes,2901
46,female,8,suv,34715,1,5,28,suburban,842,no,yes,3055
46,male,17,sedan,41415,2,4,28,suburban,661,yes,yes,3483
28,female,2,sedan,26792,2,7,10,suburban,423,no,no,3957
69,female,9,truck,47576,3,2,50,suburban,572,no,yes,3959
49,male,16,sports,27724,0,6,31,suburban,654,no,no,3415
19,male,6,sedan,8652,4,6,1,rural,399,no,yes,4109
64,female,14,sedan,31297,0,2,46,rural,600,no,no,2058
31,male,0,suv,37422,2,6,13,suburban,502,no,no,4026
37,male,10,sports,19028,0,5,19,urban,320,yes,yes,3275
39,female,16,sports,18803,2,0,21,urban,497,yes,no,3148
28,male,4,sedan,11307,1,5,10,urban,411,yes,no,3244
44,female,6,sports,36325,1,2,26,suburban,448,yes,no,3034
20,female,18,suv,36574,2,2,2,urban,680,yes,yes,3234
34,female,14,suv,24262,4,7,16,rural,482,no,no,4419
61,female,2,suv,6535,4,7,43,rural,636,no,no,4144
73,female,14,truck,19932,0,0,50,rural,637,yes,yes,1294
45,male,4,sedan,20749,2,4,27,rural,599,no,yes,3175
46,male,11,sports,13727,3,4,28,suburban,521,no,no,4177
38,male,19,suv,22332,4,1,20,rural,708,no,yes,3200
64,male,4,sedan,34534,4,7,46,urban,417,no,no,5067
33,female,2,sedan,15834,1,4,15,urban,473,yes,yes,2982
54,female,8,truck,25325,4,3,36,rural,518,no,yes,3867
37,male,8,sports,14213,4,7,19,rural,675,yes,yes,4291
23,female,6,sports,6403,4,7,5,rural,618,yes,yes,3903
36,male,1,suv,12506,2,3,18,urban,387,no,no,3375
74,male,15,suv,34659,2,7,50,urban,377,no,yes,4587
22,male,8,sedan,12591,1,7,4,rural,740,no,no,2599
20,female,12,sports,17996,0,1,2,urban,500,yes,no,2892
18,female,18,sports,42828,4,2,0,urban,714,no,no,4899
55,female,19,suv,39370,0,7,37,suburban,303,yes,yes,3134
32,female,16,hatchback,18472,2,1,14,rural,382,no,yes,2372
51,male,5,sedan,34098,4,0,33,rural,792,yes,yes,3487
52,female,3,sports,7196,0,1,34,suburban,305,yes,yes,2375
66,female,0,truck,16091,0,1,48,suburban,646,yes,no,1828
42,female,17,truck,20040,3,5,24,urban,833,yes,yes,3485
41,male,18,hatchback,11023,2,3,23,suburban,750,yes,no,2166
29,male,8,suv,25543,1,0,11,rural,444,yes,yes,2298
35,female,12,suv,33377,1,5,17,rural,301,yes,yes,3299
32,female,7,suv,41635,3,0,14,rural,587,no,no,3545
61,female,12,truck,47337,0,1,43,urban,524,yes,yes,2965
33,female,14,suv,45409,3,7,15,urban,736,no,yes,4252
